SEVERITY NAME,ISSUED BY,PROBLEM TYPE NAME,PROBLEM,SOLVED BY,CSR GROUP,ADDITIONAL INFO,SOLUTION,ACTUAL PROBLEM,SUPPORT TYPE,SUPPORT ZONE,ISSUED BY GROUP,SOLVED COMMENT,PLANCAT TYPE,,,
Full Service Affected,rajay.tuladhar,General Inquiry,Technical Query..,admin,Phone Support CSR,Auto close by sub tt:10307064,,Technical Query,Field Support,REGION3-NBU1,Phone Support CSR,,BTL,,,
Full Service Affected,anjali.tamang,No Internet Connection (FTTH),No users online in Distributio..,admin,Phone Support CSR,Auto close by sub tt:10268876,,No users online in Distribution/GPON,Field Support,HETAUDA,Phone Support CSR,,ATL,,,
Full Service Affected,balkrishna.thami,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10373492,,ONU status offline,Field Support,IMADOL,Phone Support CSR,,ATL,,,
Full Service Affected,khema.chaudhary,General Inquiry,Client wants to upgrade to 5G ..,admin,Phone Support CSR,Auto close by sub tt:10426976,,Client wants to upgrade to 5G plan,Field Support,ATTARIYA,Account,,BTL,,,
Full Service Affected,unique.shrestha,No Internet Connection (FTTH),OLT Down..,admin,Phone Support CSR,Auto close by sub tt:10335391,,OLT Down,Field Support,BAGAR,Phone Support CSR,,ATL,,,
Full Service Affected,gandharva.sudip,Accounts Related Issue,Upgrade/Change Subscribed Pack..,admin,Phone Support CSR,Auto close by sub tt:10277153,,Upgrade/Change Subscribed Package,Field Support,CHITWAN,Phone Support CSR,plan shift done ,ATL,,,
Full Service Affected,amisha.lama,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,admin,Phone Support CSR,Auto close by sub tt:10370276,,Speed test fine. Slow experience on certain sites,Field Support,CHITWAN,Account,,ATL,,,
Full Service Affected,bikal.pradhananga,Slow Internet Connection (FTTH),Too many users connected..,admin,Phone Support CSR,Auto close by sub tt:10329865,,Too many users connected,Field Support,REGION4-NBU1,Phone Support CSR,suggested to upgrade ,BTL,,,
Full Service Affected,admin,General Inquiry,Port forwarding Query [Reg CCT..,admin,Phone Support CSR,Auto close by sub tt:10346073,,Port forwarding Query [Reg CCTV],Field Support,BARDIBAS,Phone Support CSR,,BTL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,satyendra.mahato,Field Team,Auto close by sub tt:10362239,,Speed test fine. Slow experience on certain sites,Field Support,REGION4-NBU1,Phone Support CSR,,ATL,,,
Full Service Affected,rozin.maharjan,General Inquiry,Query about Wi-fi SSID/passwor..,admin,Phone Support CSR,Auto close by sub tt:10338203,,Query about Wi-fi SSID/password,Field Support,GATTHAGHAR,Phone Support CSR,client verified / network was disabled now enabled / call disc,ATL,,,
Full Service Affected,subash.gauli,Slow Internet Connection (FTTH),Low power level recorded [< -2..,admin,Phone Support CSR,Auto close by sub tt:10266768,,Low power level recorded [< -26 dbm],Field Support,CHITWAN,Phone Support CSR,,ATL,,,
Limited Service,binita.shrestha,No Internet Connection (FTTH),No users online in Distributio..,admin,Phone Support CSR,Auto close by sub tt:10241870,,No users online in Distribution/GPON,Field Support,IMADOL,Phone Support CSR,,ATL,,,
Full Service Affected,dipesh.chaudhary3,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10323258,,ONU status offline,Field Support,KALDHARA,Phone Support CSR,,ATL,,,
Full Service Affected,anish.ansari,No Internet Connection (FTTH),Idle Connection..,anil.pariyar5,Field Team,Auto close by sub tt:10324541,,Idle Connection,Field Support,DAMAULI,Phone Support CSR,,BTL,,,
Full Service Affected,binesh.dangol,IPTV Related Issues,NETTV extend request..,bijaya.rayamajhi,Field Team,Auto close by sub tt:10315370,,NETTV extend request,Field Support,HETAUDA,Phone Support CSR,,BTL,,,
Limited Service,nimesh.nakarmi,No Internet Connection (FTTH),No users online in Distributio..,pukar.suwal,Field Team,Auto close by sub tt:10345560,,No users online in Distribution/GPON,Field Support,DAMAULI,Phone Support CSR,,BTL,,,
Full Service Affected,ritik.bhujel,Accounts Related Issue,Account Status Query..,khagendra.rana,Fiber O&M,Auto close by sub tt:10357067,,Account Status Query,Field Support,IMADOL,Field Support CSR,done ,BTL,,,
Full Service Affected,pandey.samir,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10313002,,ONU status offline,Field Support,ATTARIYA,Phone Support CSR,Client  house  ma bati nabhaya ko,BTL,,,
Full Service Affected,mahendra.malla,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10420132,,ONU status offline,Field Support,ATTARIYA,Branch Finance,,BTL,,,
Full Service Affected,sanish.khadgi,Accounts Related Issue,Query about Packages..,lalbahadur.chaudhary,Field Team,Auto close by sub tt:10351247,,Query about Packages,Field Support,DANG,Phone Support CSR,,BTL,,,
Full Service Affected,samir.japrel,Slow Internet Connection (FTTH),High Latency seen in single de..,rajkumar.chaudhary2,Fiber O&M,Auto close by sub tt:10350962,,High Latency seen in single device with good RSSI,Field Support,PANAUTI,Phone Support CSR, ping fing .speed test also fine ,ATL,,,
Full Service Affected,bibesh.shrestha,Accounts Related Issue,Account Disabled..,bhusank.panday,Fiber O&M,Auto close by sub tt:10316716,,Account Disabled,Field Support,KALAIYA,Phone Support CSR,suggest client to pay .,BTL,,,
Limited Service,vidhya.adhikari,No Internet Connection (FTTH),No users online in Distributio..,lucky.chaudhary,Fiber O&M,Auto close by sub tt:10261125,,No users online in Distribution/GPON,Field Support,LAHAN,Phone Support CSR,,BTL,,,
Full Service Affected,aayush.bajracharya,Accounts Related Issue,Payment Query..,rajkumar.chaudhary2,Fiber O&M,Auto close by sub tt:10326323,,Payment Query,Field Support,TANDI,Phone Support Follow up Team,,BTL,,,
Full Service Affected,bipula.rai,No Internet Connection (FTTH),No users online in Distributio..,bhusank.panday,Fiber O&M,Auto close by sub tt:10323629,,No users online in Distribution/GPON,Field Support,THALI,Phone Support CSR,,BTL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Low power level recorded [< -2..,sanjay.bk,Field Team,Auto close by sub tt:10375498,,Low power level recorded [< -26 dbm],Field Support,MANIGRAM,Phone Support CSR,,BTL,,,
Full Service Affected,chris.maharjan,General Inquiry,Technical Query..,saroj.rana,Field Team,Auto close by sub tt:10321518,,Technical Query,Field Support,KALABANZAR,Phone Support CSR,call disconnected,BTL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Everything seems slow at clien..,mudhan.thapa,Fiber O&M,Auto close by sub tt:10302800,,Everything seems slow at client end devices.,Field Support,BIRATCHOWK,Phone Support CSR,,BTL,,,
Full Service Affected,shusil.pun,IPTV Related Issues,NETTV extend request..,bhusank.panday,Fiber O&M,Auto close by sub tt:10370288,,NETTV extend request,Field Support,REGION6-NBU2,Phone Support CSR,extended for 3 days,BTL,,,
Full Service Affected,cyrus.pradhan,Accounts Related Issue,Account extend request..,sushil.humagain,Fiber O&M,Auto close by sub tt:10311950,,Account extend request,Field Support,PUSPALALCHOWK,Phone Support CSR,extended for 3 days,BTL,,,
Full Service Affected,gaurav.pandey,Accounts Related Issue,Query about Packages..,bhusank.panday,Fiber O&M,Auto close by sub tt:10327890,,Query about Packages,Field Support,GOLBAZAR,Phone Support CSR,,BTL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Low power level recorded [< -2..,dev.mahato,Fiber O&M,Auto close by sub tt:10223092,,Low power level recorded [< -26 dbm],Field Support,LAHAN,Phone Support CSR,,ATL,,,
Full Service Affected,gandharva.sudip,IPTV Related Issues,Manage cable for STB..,sandesh.poudel,Field Team,Auto close by sub tt:10380820,,Manage cable for STB,Field Support,LAMAHI,Phone Support CSR,,BTL,,,
Full Service Affected,unison.dangol,Accounts Related Issue,Account extend request..,suraj1.chaudhary,Field Team,Auto close by sub tt:10314766,,Account extend request,Field Support,REGION7-NBU4,Phone Support CSR,,BTL,,,
Full Service Affected,tamang.amrita,Accounts Related Issue,Payment Query..,mudhan.thapa,Fiber O&M,Auto close by sub tt:10325940,,Payment Query,Field Support,SURKHET,Phone Support CSR,,ATL,,,
Full Service Affected,karishma.bishokarma,Accounts Related Issue,Payment Query..,sabin.thapa2,Fiber O&M,Auto close by sub tt:10393990,,Payment Query,Field Support,DHUNGEDHARA,Phone Support CSR,,ATL,,,
Full Service Affected,preeti.maharjan,Accounts Related Issue,Upgrade/Change Subscribed Pack..,sabin.thapa2,Fiber O&M,Auto close by sub tt:10286092,,Upgrade/Change Subscribed Package,Field Support,LAMAHI,Sales Call Center,aaja office ma aauxau saja sama ,ATL,,,
Full Service Affected,nikhil.tuladhar,No Internet Connection (FTTH),ONU online - ONU IP Issue..,bhusank.panday,Fiber O&M,Auto close by sub tt:10245313,,ONU online - ONU IP Issue,Field Support,TULSIPUR,Phone Support CSR,,BTL,,,
Full Service Affected,rozin.maharjan,Accounts Related Issue,Payment Query..,sanjay.bk,Field Team,Auto close by sub tt:10375850,,Payment Query,Field Support,TULSIPUR,Phone Support CSR,informed accordingly,BTL,,,
Full Service Affected,laxman.bhusal,General Inquiry,Query about Wi-fi SSID/passwor..,ashik.shrestha5,Field Team,Auto close by sub tt:10341997,,Query about Wi-fi SSID/password,Field Support,SURKHET,Enterprise Support,password and ssid name changed / light went off / couldn't verify ,BTL,,,
Full Service Affected,lalita.thapa,Slow Internet Connection (FTTH),User connected beyond at 5Ghz ..,bijay.chaudhary001,Field Team,Auto close by sub tt:10315543,,User connected beyond at 5Ghz coverage,Field Support,BATTISPUTALI,Phone Support CSR,range issue//suggest beacon,ATL,,,
Full Service Affected,santosh.poudel,General Inquiry,Manage cable..,mahesh.shrestha2,Field Team,Auto close by sub tt:10295529,,Manage cable,Field Support,BHAIRAHAWA,Supervisor,,ATL,,,
Full Service Affected,sushil.shrestha,Slow Internet Connection (FTTH),Low power level recorded [< -2..,sonu.dube,Fiber O&M,Auto close by sub tt:10386067,,Low power level recorded [< -26 dbm],Field Support,DANG,Field Support CSR,,BTL,,,
Full Service Affected,karishma.bishokarma,General Inquiry,Manage cable..,rajkumar.chaudhary2,Fiber O&M,Auto close by sub tt:10202711,,Manage cable,Field Support,LAHAN,Phone Support CSR,,ATL,,,
Full Service Affected,ranjit.kanu,No Internet Connection (FTTH),ONU status offline..,babin.magar,Field Team,Auto close by sub tt:10398851,,ONU status offline,Field Support,KALAIYA,Phone Support CSR,,BTL,,,
Full Service Affected,karun.chhetri,No Internet Connection (FTTH),ONU status offline..,abishek.surkheti,Field Team,Auto close by sub tt:10327879,,ONU status offline,Field Support,LAMAHI,Phone Support CSR,no light in area,BTL,,,
Full Service Affected,saloni.shrestha,Accounts Related Issue,Payment Query..,babin.magar,Field Team,Auto close by sub tt:10362034,,Payment Query,Field Support,LALBANDI,Phone Support CSR,,BTL,,,
Full Service Affected,aastha.acharya,Accounts Related Issue,Online Payment Query..,roshan.majhi,Field Team,Auto close by sub tt:10259874,,Online Payment Query,Field Support,THALI,Phone Support CSR,sugg to concern with vendor ,BTL,,,
Full Service Affected,rozin.maharjan,No Internet Connection (FTTH),No users online in Distributio..,bhusank.panday,Fiber O&M,Auto close by sub tt:10255723,,No users online in Distribution/GPON,Field Support,REGION7-NBU2,Phone Support CSR,,BTL,,,
Full Service Affected,balkrishna.thami,Accounts Related Issue,Account extend request..,birendra.khatri1,Field Team,Auto close by sub tt:10288147,,Account extend request,Field Support,DHUNGEDHARA,Phone Support CSR,,ATL,,,
Full Service Affected,sanju.magar,Accounts Related Issue,Account extend request..,mudhan.thapa,Fiber O&M,Auto close by sub tt:10375826,,Account extend request,Field Support,DHANGADHI,Phone Support CSR,extend for 3 days ,BTL,,,
Full Service Affected,aakriti.paudel,General Inquiry,Manage cable..,devkant.chaudhary,Fiber O&M,Auto close by sub tt:10344306,,Manage cable,Field Support,BUTWAL,Account,followup done. now working.,BTL,,,
Full Service Affected,aman.mandal,IPTV Related Issues,Query about YouTube Services..,rajiv.thapa,Fiber,Auto close by sub tt:10326234,,Query about YouTube Services,Field Support,AMARSINGHCHOWK,Phone Support CSR,,BTL,,,
Full Service Affected,lilbahadur.bk,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,rajkumar.giri,D2D Marketing,Auto close by sub tt:10250564,,Speed test fine. Slow experience on certain sites,Field Support,MURGIYA,Account,,BTL,,,
Full Service Affected,rashim.bhandari,General Inquiry,Technical Query..,sonu.dube,Fiber O&M,Auto close by sub tt:10380077,,Technical Query,Field Support,BIRGUNJ,Phone Support CSR,,BTL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Everything seems slow at clien..,nabin.chaudhary3,Fiber O&M,Auto close by sub tt:10306007,,Everything seems slow at client end devices.,Field Support,JANAKPUR,Phone Support CSR,solved now,BTL,,,
Full Service Affected,janaki.thapa,Accounts Related Issue,Account extend request..,sunil.yadav01,Fiber O&M,Auto close by sub tt:10431086,,Account extend request,Field Support,KOTESHWOR,Phone Support CSR,,ATL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Low power level recorded [< -2..,bhusank.panday,Fiber O&M,Auto close by sub tt:10323652,,Low power level recorded [< -26 dbm],Field Support,SALLAGHARI,Phone Support CSR,,BTL,,,
Full Service Affected,gyanendra.bam,No Internet Connection (FTTH),ONU status offline..,dipen.majhi,Field Team,Auto close by sub tt:10315271,,ONU status offline,Field Support,AMARSINGHCHOWK,Phone Support CSR,,BTL,,,
Full Service Affected,niranjan.kapali,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,bhusank.panday,Fiber O&M,Auto close by sub tt:10379638,,Speed test fine. Slow experience on certain sites,Field Support,BOUDDHA,Phone Support CSR,,ATL,,,
Full Service Affected,kusum.uprety,No Internet Connection (FTTH),Idle Connection..,sunil.yadav01,Fiber O&M,Auto close by sub tt:10248222,,Idle Connection,Field Support,SATUNGAL,Phone Support CSR,,ATL,,,
Full Service Affected,alina.moktan,Accounts Related Issue,Payment Query..,bhusank.panday,Fiber O&M,Auto close by sub tt:10268963,,Payment Query,Field Support,BIRGUNJ,Phone Support CSR,suggested for renew,BTL,,,
Full Service Affected,mahat.santosh,Accounts Related Issue,Query about Packages..,bijay.chaudhary001,Field Team,Auto close by sub tt:10289103,,Query about Packages,Field Support,BIRGUNJ,Marketing,,BTL,,,
Full Service Affected,sanjiv.chitrakar1,Accounts Related Issue,Update Clients Accounts Inform..,mahesh.chaudhary,Field Team,Auto close by sub tt:10249688,,Update Clients Accounts Information,Field Support,MAHENDRANAGAR,Online Support,,BTL,,,
Full Service Affected,nabina.maharjan,Accounts Related Issue,Upgrade/Change Subscribed Pack..,dipen.majhi,Field Team,Auto close by sub tt:10270124,,Upgrade/Change Subscribed Package,Field Support,BIRGUNJ,Phone Support CSR,follow up down,BTL,,,
Full Service Affected,binita.shrestha,Accounts Related Issue,Online Payment Query..,suraj1.chaudhary,Field Team,Auto close by sub tt:10397536,,Online Payment Query,Field Support,BIRTAMOD,Phone Support CSR,suggest to verify again// suggest to pay,BTL,,,
Full Service Affected,jamuna.kathayat,No Internet Connection (FTTH),ONU status offline..,jivan.somaimagar,Fiber,Auto close by sub tt:10445426,,ONU status offline,Field Support,BAGAR,Phone Support CSR,,BTL,,,
Full Service Affected,roka.sachin,Accounts Related Issue,Query about Packages..,admin,Phone Support CSR,Auto close by sub tt:10359794,,Query about Packages,Field Support,ATTARIYA,Phone Support CSR,,BTL,,,
Full Service Affected,prerana.thapa,Accounts Related Issue,Account extend request..,admin,Phone Support CSR,Auto close by sub tt:10333539,,Account extend request,Field Support,GATTHAGHAR,Phone Support CSR,,BTL,,,
Full Service Affected,ritik.bhujel,General Inquiry,Manage cable..,admin,Phone Support CSR,Auto close by sub tt:10225683,,Manage cable,Field Support,IMADOL,Field Support CSR,,BTL,,,
Full Service Affected,pandey.samir,General Inquiry,Query about Wi-fi SSID/passwor..,admin,Phone Support CSR,Auto close by sub tt:10286646,,Query about Wi-fi SSID/password,Field Support,RASTRABANKCHOWK,Phone Support CSR,client verify//provide current password,ATL,,,
